"TicketCreatedDateTime","AgentRefID"
"2018-11-06 01:52:04",15
"2018-08-28 16:57:24",16
"2018-11-27 12:26:07",17
"2018-11-27 12:20:38",17
"2018-07-04 18:41:30",17
"2018-11-19 16:36:15",18
"2018-11-01 16:01:00",18
"2018-12-23 19:39:04",18
"2018-10-12 16:31:08",18
"2018-09-25 18:48:55",20
"2018-07-29 17:22:15",21
"2018-11-26 10:35:17",21
"2018-08-23 21:47:51",21
"2018-07-17 22:02:03",21
"2018-07-29 20:56:07",21
"2018-07-03 16:37:13",22
"2018-08-03 10:56:07",22
"2018-12-08 18:05:29",22
"2018-08-03 11:47:56",22
"2018-12-15 10:58:44",22
"2018-07-09 18:05:36",24
"2018-07-09 18:11:56",24
"2018-08-19 22:17:12",25
"2018-09-10 21:55:01",25
"2018-07-06 20:45:12",25
"2018-07-06 21:06:42",25
"2018-12-14 21:06:35",26
"2018-12-20 16:51:07",28
"2018-11-03 12:24:10",29
"2018-10-23 19:18:22",29
"2018-10-04 17:46:48",32
"2018-09-29 19:33:28",32
"2018-09-29 13:18:04",32
"2018-11-10 14:58:48",32
"2018-10-09 14:25:01",32
"2018-11-05 12:01:25",33
"2018-09-16 18:09:34",33
"2018-09-13 09:57:33",33
"2018-09-09 16:34:51",33
"2018-11-05 19:45:59",33
"2018-09-05 16:03:14",33
"2018-10-10 18:59:00",33
"2018-11-19 17:53:34",33
"2018-11-29 15:07:53",33
"2018-12-13 11:33:14",33
"2018-12-14 13:02:21",34
"2018-12-14 12:18:00",34
"2018-11-09 10:52:08",34
"2018-10-11 16:35:42",34
"2018-12-13 21:44:33",34
"2018-11-06 10:10:27",34
"2018-11-07 16:08:57",34
"2018-12-14 11:03:39",34
"2018-10-08 14:47:20",35
"2018-10-11 18:45:08",35
"2018-08-18 13:24:03",36
"2018-07-10 13:06:57",36
"2018-10-03 12:37:06",36
"2018-08-22 19:22:17",36
"2018-10-08 18:02:30",36
"2018-08-21 09:30:07",36
"2018-09-13 12:01:58",36
"2018-10-03 10:57:51",36
"2018-08-15 11:42:34",36
"2018-08-22 16:23:14",36
"2018-10-03 11:49:53",36
"2018-12-01 16:12:19",37
"2018-12-03 16:24:18",37
"2018-12-06 14:28:01",37
"2018-12-06 12:45:36",37
"2018-12-05 13:37:53",37
"2018-12-07 16:25:35",37
"2018-11-29 18:33:26",37
"2018-12-06 14:36:53",37
"2018-08-08 09:03:50",37
"2018-12-04 10:34:56",37
"2018-12-06 13:46:01",37
"2018-11-30 15:49:40",37
"2018-10-09 13:08:08",39
"2018-08-18 10:41:46",39
"2018-08-08 12:45:36",39
"2018-10-30 20:48:27",40
"2018-10-15 09:05:41",41
"2018-08-31 19:41:48",41
"2018-09-15 20:04:11",42
"2018-11-21 16:02:58",42
"2018-08-15 09:36:04",42
"2018-11-22 13:46:50",42
"2018-09-08 08:41:18",42
"2018-09-07 18:09:23",42
"2018-11-15 18:43:09",42
"2018-11-22 15:24:40",42
"2018-11-01 20:16:19",42
"2018-09-11 18:11:40",42
"2018-12-04 13:12:37",42
"2018-08-15 10:30:16",42
"2018-07-09 10:01:22",43
"2018-07-09 09:52:09",43
"2018-11-16 11:14:58",45
"2018-08-26 15:44:44",45
"2018-11-15 13:05:51",45
"2018-12-04 11:27:31",49
"2018-10-31 17:47:17",49
"2018-09-21 13:10:44",52
"2018-08-01 11:04:42",53
"2018-07-05 11:35:32",54
"2018-08-04 10:37:30",54
"2018-07-17 10:35:49",54
"2018-07-04 16:47:16",54
"2018-07-22 20:03:16",56
"2018-09-01 19:53:48",56
"2018-07-20 11:57:56",56
"2018-09-20 15:43:02",56
"2018-08-24 12:35:43",57
"2018-09-24 13:53:16",59
"2018-08-08 12:59:54",60
"2018-09-10 13:01:16",60
"2018-11-26 13:28:45",60
"2018-10-08 18:47:32",60
"2018-08-10 19:04:38",60
"2018-08-11 11:17:41",60
"2018-08-13 16:16:52",60
"2018-08-03 13:24:00",60
"2018-07-31 18:42:21",60
"2018-09-03 13:17:15",60
"2018-09-04 16:50:37",60
"2018-12-19 12:03:22",60
"2018-10-17 10:00:05",60
"2018-07-23 19:20:05",60
"2018-07-29 16:45:05",60
"2018-08-11 11:40:13",60
"2018-12-19 12:38:09",60
"2018-09-10 10:58:41",60
"2018-10-20 12:12:41",60
"2018-07-28 11:51:18",60
"2018-08-27 17:19:37",60
"2018-07-23 11:21:18",60
"2018-07-21 18:19:40",60
"2018-08-10 19:29:26",60
"2018-09-19 20:26:40",60
"2018-07-31 19:22:27",60
"2018-07-10 13:19:40",66
"2018-09-26 07:48:00",67
"2018-10-21 14:46:51",68
"2018-07-09 19:15:17",70
"2018-10-26 20:07:49",70
"2018-10-26 16:47:37",70
"2018-11-22 14:38:13",71
"2018-11-26 10:38:38",75
"2018-07-03 20:34:45",75
"2018-09-09 12:20:15",76
"2018-12-27 19:33:26",77
"2018-12-03 20:53:43",80
"2018-07-12 14:03:11",80
"2018-12-04 18:19:48",80
"2018-12-03 20:50:19",80
"2018-12-03 20:57:12",80
"2018-09-20 12:31:43",80
"2018-09-11 19:40:11",80
"2018-09-15 11:55:05",80
"2018-09-20 13:52:31",80
"2018-09-20 13:00:52",80
"2018-09-11 19:39:23",80
"2018-09-10 19:33:52",80
"2018-12-03 20:51:33",80
"2018-09-10 19:32:38",80
"2018-09-10 19:35:31",80
"2018-12-04 11:26:37",80
"2018-09-21 15:30:45",80
"2018-11-05 20:30:55",81
"2018-12-18 22:15:25",81
"2018-11-05 20:29:03",81
"2018-10-14 12:26:18",82
"2018-07-10 11:03:26",82
"2018-07-19 18:01:42",83
"2018-08-20 13:31:16",87
"2018-11-20 21:16:07",87
"2018-11-02 17:01:12",87
"2018-12-25 10:29:11",87
"2018-11-20 21:49:57",87
"2018-10-09 18:40:16",88
"2018-09-27 13:46:12",88
"2018-09-27 18:23:24",88
"2018-07-27 15:04:26",89
"2018-09-30 11:52:44",89
"2018-09-27 20:06:56",89
"2018-09-29 22:40:29",89
"2018-09-30 11:38:14",89
"2018-12-27 16:45:01",90
"2018-12-27 16:47:40",90
"2018-12-27 16:26:13",90
"2018-12-27 16:19:08",90
"2018-12-27 16:19:16",90
"2018-11-12 15:37:40",92
"2018-11-14 15:52:34",92
"2018-07-24 14:27:41",94
"2018-12-05 13:15:33",95
"2018-07-13 20:59:06",96
"2018-07-13 19:47:00",96
"2018-07-13 21:30:28",96
"2018-07-15 18:51:04",96
"2018-08-10 18:41:17",96
"2018-07-23 17:01:28",96
"2018-07-23 16:22:58",96
"2018-11-02 18:28:02",96
"2018-08-16 16:57:53",97
"2018-09-11 23:30:38",97
"2018-11-02 13:26:57",100
"2018-07-20 15:24:10",101
"2018-09-04 15:39:17",103
"2018-08-28 13:15:13",103
"2018-08-13 13:38:15",103
"2018-08-13 13:56:41",103
"2018-12-15 13:32:29",103
"2018-11-14 11:19:07",107
"2018-08-20 21:31:34",107
"2018-09-21 18:24:44",107
"2018-09-04 15:51:39",107
"2018-08-20 21:19:11",107
"2018-10-12 11:52:17",112
"2018-08-30 14:36:08",117
"2018-08-26 14:53:07",117
"2018-07-27 10:21:56",121
"2018-07-27 10:07:32",121
"2018-10-25 17:26:28",121
"2018-08-02 13:11:36",121
"2018-07-09 16:09:47",121
"2018-11-15 13:07:02",121
"2018-11-29 17:37:43",123
"2018-07-06 12:21:45",123
"2018-09-18 13:40:31",124
"2018-09-18 13:47:20",124
"2018-09-20 12:39:02",126
"2018-09-30 19:17:53",126
"2018-12-31 12:02:06",127
"2018-11-15 11:05:38",127
"2018-11-27 10:12:36",127
"2018-11-15 10:58:39",127
"2018-08-27 17:21:52",127
"2018-11-22 17:59:37",127
"2018-09-12 13:30:36",127
"2018-11-14 09:09:31",127
"2018-12-31 15:57:22",127
"2018-12-05 10:26:52",127
"2018-12-10 14:22:40",127
"2018-10-16 17:22:05",127
"2018-12-28 11:37:50",127
"2018-11-22 18:15:34",127
"2018-12-05 10:37:59",127
"2018-09-18 09:07:28",127
"2018-12-24 14:05:17",127
"2018-08-06 20:38:49",127
"2018-07-02 17:52:02",127
"2018-11-10 12:17:15",127
"2018-09-08 17:51:16",127
"2018-11-02 18:16:57",127
"2018-10-16 17:23:16",127
"2018-10-09 15:42:06",127
"2018-08-11 15:37:26",127
"2018-11-17 10:22:11",127
"2018-09-07 13:33:56",127
"2018-09-07 11:47:31",127
"2018-10-16 17:22:45",127
"2018-12-31 12:29:11",127
"2018-12-11 12:59:48",127
"2018-10-15 19:16:58",127
"2018-11-02 18:56:32",127
"2018-08-23 16:44:00",130
"2018-08-25 19:59:11",130
"2018-08-25 21:48:00",130
"2018-08-21 19:16:47",130
"2018-08-18 11:47:50",130
"2018-07-18 19:49:30",133
"2018-09-17 17:01:47",134
"2018-08-21 08:40:01",134
"2018-09-22 09:52:09",134
"2018-07-25 16:22:12",134
"2018-07-20 15:21:26",134
"2018-08-03 15:59:47",134
"2018-08-14 09:57:17",134
"2018-08-31 18:50:23",134
"2018-12-10 20:05:10",134
"2018-08-03 11:41:07",134
"2018-11-27 11:16:41",134
"2018-09-26 10:42:52",134
"2018-07-17 08:39:24",134
"2018-12-25 19:24:56",134
"2018-10-19 16:54:29",134
"2018-08-20 19:32:48",134
"2018-07-17 08:41:50",134
"2018-10-17 11:07:50",134
"2018-09-17 16:38:01",134
"2018-07-20 15:42:47",134
"2018-08-03 16:19:43",134
"2018-09-05 15:36:28",134
"2018-07-16 16:40:01",134
"2018-07-16 18:40:36",134
"2018-07-25 09:39:04",134
"2018-09-21 10:47:05",134
"2018-08-03 11:36:01",134
"2018-08-15 16:09:51",134
"2018-10-11 09:09:47",134
"2018-08-14 16:33:21",134
"2018-10-17 11:02:56",134
"2018-09-05 15:32:18",134
"2018-07-05 17:43:10",134
"2018-08-03 11:42:20",134
"2018-08-14 16:35:19",134
"2018-07-16 08:58:10",134
"2018-08-14 09:13:48",134
"2018-08-20 16:20:09",134
"2018-07-25 09:15:30",134
"2018-08-13 17:21:18",134
"2018-12-30 18:45:36",134
"2018-07-25 13:17:35",134
"2018-07-20 15:13:21",134
"2018-10-13 17:16:42",134
"2018-08-14 09:58:29",134
"2018-09-12 15:27:52",134
"2018-09-17 17:13:59",134
"2018-12-10 10:18:59",137
"2018-11-10 12:25:29",137
"2018-08-14 11:12:12",137
"2018-09-25 15:00:11",137
"2018-12-10 17:53:34",137
"2018-11-08 10:24:38",137
"2018-12-10 17:44:55",137
"2018-07-12 13:03:34",137
"2018-09-28 12:02:02",137
"2018-12-10 10:21:04",137
"2018-09-01 17:55:52",137
"2018-08-14 11:13:30",137
"2018-10-02 11:32:44",137
"2018-12-10 17:52:26",137
"2018-07-16 20:33:40",137
"2018-10-03 09:47:13",137
"2018-09-01 17:52:00",137
"2018-07-11 09:52:13",137
"2018-08-04 14:55:09",137
"2018-09-28 11:58:04",137
"2018-07-10 19:31:37",139
"2018-07-10 19:50:07",139
"2018-09-15 11:26:04",141
"2018-08-18 11:48:35",141
"2018-09-24 21:05:52",141
"2018-09-24 21:01:20",141
"2018-09-24 20:58:37",141
"2018-09-28 20:09:48",141
"2018-09-28 12:35:54",141
"2018-09-24 21:08:50",141
"2018-11-04 18:48:41",141
"2018-07-15 20:26:38",141
"2018-08-10 11:55:49",141
"2018-09-01 13:55:18",143
"2018-11-06 13:46:37",146
"2018-09-07 17:16:42",149
"2018-07-04 11:01:27",152
"2018-07-09 11:24:26",152
"2018-09-27 21:58:52",152
"2018-07-09 14:10:02",152
"2018-12-14 21:03:07",152
"2018-11-26 17:47:55",153
"2018-09-27 11:35:17",154
"2018-07-16 21:33:22",155
"2018-12-22 14:11:55",156
"2018-10-09 18:55:12",156
"2018-12-15 17:13:05",156
"2018-12-15 18:15:39",156
"2018-12-24 14:56:37",156
"2018-12-15 18:15:08",156
"2018-12-19 20:06:04",156
"2018-07-29 17:01:42",156
"2018-10-14 09:59:50",156
"2018-12-13 18:15:49",156
"2018-07-26 15:03:49",156
"2018-12-15 19:33:26",156
"2018-12-14 09:43:43",156
"2018-11-08 12:48:28",156
"2018-07-22 18:21:06",156
"2018-08-01 13:07:16",156
"2018-12-14 10:15:08",156
"2018-12-20 18:20:49",156
"2018-12-25 21:54:09",156
"2018-12-20 10:54:03",156
"2018-07-22 17:59:36",156
"2018-07-22 20:07:39",156
"2018-12-13 20:11:39",156
"2018-12-16 20:33:41",156
"2018-11-08 10:35:20",156
"2018-08-01 14:13:07",156
"2018-12-20 10:56:41",156
"2018-12-15 20:07:45",156
"2018-10-11 09:44:02",156
"2018-12-13 18:29:23",156
"2018-11-09 08:30:54",156
"2018-12-13 18:34:14",156
"2018-07-14 18:11:34",156
"2018-12-19 20:52:37",156
"2018-11-09 08:24:18",156
"2018-07-14 18:13:53",156
"2018-08-28 09:47:46",157
"2018-07-10 19:46:12",157
"2018-07-06 21:11:55",157
"2018-09-28 08:43:25",157
"2018-08-07 10:58:04",157
"2018-10-30 08:56:18",157
"2018-07-11 20:49:37",157
"2018-09-15 11:49:08",157
"2018-07-10 11:46:48",157
"2018-08-28 15:44:53",157
"2018-12-14 21:00:59",157
"2018-09-15 11:53:20",157
"2018-10-07 20:15:26",157
"2018-09-15 11:00:07",157
"2018-11-14 19:40:23",157
"2018-07-09 19:40:57",157
"2018-11-20 09:31:16",157
"2018-10-05 21:49:44",158
"2018-07-16 11:05:53",158
"2018-09-11 10:18:55",158
"2018-08-07 15:29:55",158
"2018-07-27 20:32:45",159
"2018-09-05 16:53:25",159
"2018-07-31 20:37:55",159
"2018-09-05 18:15:55",159
"2018-12-27 13:17:45",160
"2018-09-19 21:34:13",160
"2018-11-25 17:08:07",160
"2018-07-27 11:30:23",160
"2018-09-14 18:06:44",160
"2018-08-04 17:27:07",161
"2018-07-09 09:31:47",161
"2018-10-11 03:30:40",161
"2018-07-25 16:28:55",161
"2018-11-05 12:45:09",161
"2018-10-11 03:28:55",161
"2018-10-20 13:40:30",162
"2018-12-10 19:17:46",162
"2018-12-15 13:04:21",162
"2018-09-26 18:50:26",162
"2018-09-04 20:39:56",162
"2018-10-20 13:41:39",162
"2018-08-30 12:47:41",162
"2018-12-10 19:11:58",162
"2018-11-17 18:49:48",163
"2018-08-21 15:05:59",164
"2018-09-26 17:12:44",164
"2018-09-23 13:17:03",164
"2018-09-29 12:17:45",164
"2018-09-22 22:47:28",164
"2018-11-03 12:04:40",164
"2018-09-25 12:09:29",164
"2018-09-19 14:42:51",164
"2018-09-26 17:21:04",164
"2018-09-28 15:18:06",164
"2018-11-03 12:28:55",164
"2018-07-17 10:10:06",164
"2018-07-31 20:06:16",168
"2018-07-27 16:50:21",169
"2018-10-06 19:20:59",173
"2018-11-15 12:03:51",176
"2018-09-15 18:37:55",177
"2018-09-15 18:39:50",177
"2018-07-21 14:37:32",178
"2018-07-20 10:49:49",178
"2018-07-20 14:33:53",178
"2018-07-25 21:08:05",178
"2018-08-01 11:53:38",178
"2018-07-20 10:59:53",178
"2018-10-09 16:19:49",179
"2018-10-06 10:06:12",179
"2018-10-04 13:18:51",179
"2018-10-06 10:06:43",179
"2018-10-03 10:33:56",179
"2018-10-06 10:07:40",179
"2018-10-06 10:04:26",179
"2018-10-05 17:25:04",179
"2018-10-06 10:07:18",179
"2018-07-18 21:48:32",180
"2018-10-15 21:53:57",180
"2018-10-15 21:52:09",180
"2018-10-15 21:45:30",180
"2018-10-15 21:53:14",180
"2018-10-11 16:33:11",180
"2018-08-06 21:34:57",180
"2018-10-11 12:46:30",181
"2018-12-01 13:27:27",181
"2018-12-04 12:16:46",181
"2018-11-24 10:23:55",181
"2018-08-12 16:17:13",182
"2018-07-18 20:40:14",182
"2018-10-08 17:40:49",185
"2018-07-23 20:06:44",185
"2018-10-08 09:59:12",185
"2018-10-09 15:29:03",185
"2018-07-23 20:06:43",185
"2018-08-03 16:08:07",187
"2018-07-22 17:10:20",187
"2018-09-19 15:45:38",187
"2018-07-23 18:18:13",187
"2018-08-02 12:07:44",187
"2018-07-23 18:49:58",187
"2018-07-23 16:47:00",187
"2018-07-22 17:45:14",187
"2018-08-03 16:05:31",187
"2018-11-12 16:27:26",188
"2018-11-20 10:45:48",188
"2018-12-14 09:43:20",190
"2018-10-15 14:01:42",191
"2018-09-22 13:08:05",191
"2018-08-10 13:21:04",191
"2018-11-15 15:51:28",191
"2018-12-09 10:29:39",191
"2018-08-15 13:29:23",191
"2018-08-03 09:06:24",191
"2018-08-13 15:14:08",191
"2018-08-13 13:09:25",191
"2018-08-13 15:20:10",191
"2018-12-09 10:23:21",191
"2018-08-13 15:20:11",191
"2018-09-28 12:56:04",193
"2018-08-20 20:59:51",193
"2018-10-22 20:03:59",193
"2018-11-15 18:53:06",196
"2018-12-27 17:14:24",198
"2018-11-27 17:04:40",204
"2018-11-27 17:03:01",204
"2018-09-10 13:27:48",205
"2018-09-21 14:39:31",205
"2018-10-19 17:12:30",205
"2018-11-03 12:03:47",208
"2018-12-05 09:40:31",209
"2018-12-05 09:38:05",209
"2018-12-05 10:09:21",209
"2018-07-04 13:10:08",210
"2018-10-08 16:14:22",211
"2018-10-08 16:04:54",211
"2018-11-22 12:02:46",211
"2018-11-21 09:28:49",211
"2018-10-17 16:01:52",211
"2018-07-12 11:09:35",212
"2018-07-27 18:13:46",212
"2018-12-24 20:19:36",212
"2018-07-02 13:03:14",212
"2018-07-16 19:11:59",212
"2018-10-26 13:32:25",212
"2018-07-19 14:01:27",212
"2018-08-24 13:52:53",212
"2018-10-22 12:08:47",212
"2018-10-10 00:38:16",212
"2018-08-30 18:00:41",212
"2018-09-12 17:20:12",212
"2018-07-13 11:58:54",212
"2018-07-04 11:27:43",212
"2018-07-05 14:02:38",212
"2018-09-09 10:17:22",212
"2018-10-22 11:56:38",212
"2018-07-04 14:33:16",212
"2018-07-08 23:28:38",212
"2018-07-09 11:50:31",212
"2018-07-09 08:34:26",212
"2018-07-26 09:56:37",212
"2018-07-19 13:33:38",212
"2018-10-16 11:47:22",212
"2018-07-10 18:19:07",212
"2018-10-26 16:13:51",213
"2018-09-28 11:10:12",213
"2018-11-04 09:32:33",214
"2018-11-28 20:43:03",214
"2018-10-30 14:26:39",215
"2018-10-31 13:26:13",215
"2018-12-08 18:06:01",215
"2018-12-03 14:35:01",215
"2018-12-21 16:21:44",215
"2018-07-18 01:32:14",215
"2018-09-17 17:15:02",218
"2018-09-19 11:15:13",218
"2018-11-20 13:27:23",218
"2018-10-31 11:30:05",218
"2018-11-19 09:42:36",218
"2018-10-24 08:58:18",218
"2018-10-22 10:35:04",218
"2018-11-01 11:57:13",218
"2018-11-15 09:38:36",218
"2018-10-26 11:07:27",218
"2018-09-17 17:09:41",218
"2018-09-12 16:59:57",218
"2018-11-20 10:52:32",218
"2018-09-20 09:55:04",218
"2018-11-20 10:21:11",218
"2018-11-20 10:40:14",218
"2018-10-25 13:24:33",218
"2018-09-13 10:53:15",218
"2018-10-25 13:33:19",218
"2018-09-20 10:48:33",221
"2018-08-23 10:11:05",221
"2018-09-21 10:09:43",221
"2018-09-21 10:11:54",221
"2018-10-30 12:51:42",222
"2018-10-22 09:46:06",222
"2018-10-22 18:49:38",222
"2018-09-18 17:27:39",224
"2018-08-16 17:38:20",224
"2018-07-10 16:36:01",224
"2018-07-19 14:32:58",224
"2018-08-16 19:08:39",224
"2018-09-15 09:43:43",225
"2018-09-15 09:45:00",225
"2018-09-15 09:46:03",225
"2018-08-29 14:16:34",228
"2018-07-07 08:41:16",229
"2018-07-19 17:22:38",232
"2018-08-22 09:56:00",232
"2018-07-04 13:43:02",233
"2018-12-15 20:33:01",236
"2018-08-30 18:19:10",236
"2018-12-08 14:44:38",236
"2018-09-12 16:27:30",237
"2018-09-19 10:23:28",239
"2018-10-13 12:07:04",239
"2018-08-28 08:09:36",239
"2018-08-05 09:56:30",239
"2018-09-10 15:29:15",239
"2018-09-22 10:38:00",239
"2018-07-17 12:08:56",239
"2018-10-10 11:57:14",239
"2018-10-04 13:58:41",239
"2018-10-02 12:01:33",239
"2018-09-22 11:14:57",239
"2018-09-19 10:27:20",239
"2018-09-25 20:30:33",239
"2018-09-22 16:33:22",239
"2018-08-24 17:19:27",239
"2018-11-20 14:23:02",239
"2018-09-10 09:53:18",239
"2018-10-10 11:51:29",239
"2018-10-24 10:01:33",239
"2018-08-28 08:41:16",239
"2018-09-21 19:41:39",239
"2018-10-18 08:26:34",241
"2018-11-16 18:41:51",241
"2018-08-02 20:03:00",242
"2018-09-07 19:02:15",242
"2018-07-17 20:40:15",242
"2018-12-10 08:38:28",242
"2018-07-27 18:34:12",242
"2018-07-17 20:47:24",242
"2018-07-31 20:13:29",242
"2018-07-19 13:11:21",242
"2018-07-30 18:19:18",242
"2018-08-08 17:54:28",242
"2018-08-18 10:54:35",243
"2018-12-19 12:33:38",243
"2018-12-10 14:06:31",243
"2018-08-29 11:32:42",243
"2018-08-29 10:36:34",243
"2018-08-30 10:28:26",246
"2018-08-25 19:59:48",246
"2018-08-23 15:08:51",246
"2018-08-11 22:37:39",246
"2018-08-13 19:48:06",246
"2018-08-05 17:39:56",246
"2018-10-12 16:55:35",249
"2018-12-27 14:31:37",256
"2018-12-27 14:32:25",256
"2018-07-26 22:29:57",257
"2018-09-05 21:56:21",257
"2018-07-26 22:29:55",257
"2018-10-09 14:10:42",260
"2018-10-17 17:45:22",260
"2018-11-01 18:05:31",260
"2018-09-27 12:28:12",260
"2018-10-08 18:57:58",260
"2018-09-26 17:18:41",262
"2018-07-04 10:35:58",262
"2018-07-16 11:33:22",263
"2018-11-01 17:49:26",264
"2018-09-12 15:22:45",264
"2018-11-02 15:28:51",264
"2018-11-01 18:47:34",264
"2018-09-03 15:35:30",264
"2018-11-01 17:37:24",264
"2018-10-30 11:45:54",264
"2018-11-02 15:40:54",264
"2018-10-15 16:11:55",264
"2018-11-28 08:07:09",265
"2018-11-24 16:34:01",265
"2018-11-24 16:34:31",265
"2018-12-24 10:46:45",265
"2018-11-12 10:43:17",265
"2018-12-17 15:34:41",265
"2018-12-04 17:15:40",267
"2018-12-04 11:39:33",267
"2018-07-30 13:26:07",273
"2018-08-17 11:56:38",275
"2018-12-12 19:41:40",276
"2018-11-15 10:34:19",276
"2018-12-19 09:37:44",277
"2018-12-20 11:00:10",284
"2018-08-06 13:18:03",284
"2018-12-24 18:12:08",284
"2018-12-19 13:58:02",284
"2018-07-05 12:40:30",284
"2018-08-03 10:02:59",284
"2018-07-03 13:42:00",285
"2018-07-03 13:39:42",285
"2018-07-26 13:04:24",285
"2018-07-28 14:47:21",285
"2018-07-28 09:48:19",285
"2018-07-27 19:53:37",285
"2018-07-10 15:07:01",285
"2018-07-26 15:29:17",285
"2018-07-26 16:28:48",285
"2018-10-19 21:39:32",285
"2018-10-24 19:27:58",285
"2018-12-22 13:18:40",286
"2018-10-11 10:03:31",286
"2018-10-01 18:03:19",286
"2018-10-04 17:39:47",286
"2018-10-01 18:02:03",286
"2018-12-24 10:22:23",286
"2018-10-02 13:42:07",286
"2018-10-03 17:46:51",286
"2018-10-12 16:14:05",286
"2018-12-22 16:47:12",286
"2018-09-16 13:42:36",289
"2018-12-27 19:40:14",289
"2018-12-28 20:21:10",289
"2018-09-20 18:41:59",289
"2018-12-20 17:14:51",289
"2018-07-10 17:07:35",289
"2018-12-31 12:47:45",289
"2018-12-28 20:37:23",289
"2018-12-31 16:59:16",289
"2018-12-29 15:23:53",289
"2018-12-31 13:21:26",289
"2018-08-08 14:37:01",290
"2018-09-14 09:39:54",290
"2018-09-04 13:02:45",290
"2018-09-04 13:21:59",290
"2018-07-14 17:19:57",290
"2018-09-20 10:15:27",290
"2018-09-28 10:38:23",290
"2018-08-17 07:49:27",290
"2018-07-17 10:28:50",290
"2018-09-10 10:40:16",290
"2018-09-14 13:07:35",290
"2018-10-10 11:12:25",290
"2018-09-18 12:04:12",290
"2018-08-02 16:02:31",290
"2018-08-18 11:56:59",290
"2018-08-02 17:01:05",290
"2018-08-08 21:34:51",290
"2018-08-02 16:59:06",290
"2018-08-02 16:54:30",290
"2018-09-28 10:44:11",290
"2018-07-12 10:26:35",290
"2018-09-12 10:49:59",290
"2018-12-19 18:41:32",290
"2018-09-24 11:48:49",290
"2018-08-02 16:49:03",290
"2018-08-17 10:06:15",290
"2018-09-27 10:33:17",290
"2018-08-02 16:51:16",290
"2018-08-08 14:19:32",290
"2018-08-18 11:30:48",290
"2018-09-18 12:09:13",290
"2018-09-08 11:47:39",290
"2018-10-10 11:13:17",290
"2018-11-13 12:03:00",290
"2018-08-02 16:42:58",290
"2018-10-10 11:13:37",290
"2018-08-08 12:57:15",290
"2018-08-09 21:35:06",290
"2018-09-08 21:27:33",290
"2018-09-14 11:26:34",290
"2018-09-25 10:00:56",290
"2018-07-11 17:38:13",291
"2018-11-01 19:43:34",293
"2018-10-06 16:45:19",293
"2018-10-27 17:53:41",293
"2018-09-18 15:34:45",293
"2018-07-27 16:23:35",293
"2018-11-19 12:22:46",293
"2018-11-02 13:22:46",293
"2018-11-19 12:29:58",293
"2018-12-06 14:18:13",293
"2018-08-20 16:54:13",293
"2018-07-02 14:00:25",293
"2018-07-18 15:37:55",293
"2018-07-16 17:32:38",293
"2018-11-02 13:20:07",293
"2018-12-06 14:06:08",293
"2018-12-04 22:20:28",294
"2018-08-16 18:37:05",297
"2018-07-16 09:52:03",297
"2018-07-02 16:46:13",297
"2018-09-08 11:34:58",297
"2018-11-20 21:04:39",297
"2018-07-16 09:35:20",297
"2018-12-06 13:31:59",298
"2018-08-04 09:13:02",302
"2018-11-06 09:54:22",302
"2018-11-28 11:14:32",302
"2018-08-04 09:02:07",302
"2018-12-22 13:20:05",302
"2018-09-23 21:02:55",302
"2018-08-31 09:58:21",302
"2018-11-28 09:30:05",302
